start_sec,end_sec,is_vocal
0.000000,13.200000,0
13.200000,26.500000,1
26.500000,38.700000,0
38.700000,66.100000,1
66.100000,84.200000,0
84.200000,93.300000,1
93.300000,107.700000,0
107.700000,167.500000,1
167.500000,183.100000,0
