start_sec,end_sec,is_vocal
0.000000,9.200000,0
9.200000,32.400000,1
32.400000,44.400000,0
44.400000,62.200000,1
62.200000,72.400000,0
72.400000,78.700000,1
78.700000,85.700000,0
85.700000,106.500000,1
106.500000,118.100000,0
