start_sec,end_sec,is_vocal
0.000000,16.290000,0
16.290000,33.900000,1
33.900000,45.480000,0
45.480000,57.100000,1
57.100000,59.850000,0
59.850000,66.000000,1
66.000000,86.400000,0
86.400000,94.990000,1
94.990000,114.100000,0
114.100000,126.500000,1
126.500000,132.100000,0
