line_index, start_sec
0   9.8
1	14.5
2	18.5
3	22.9
4	28.1
5	32.7
6	37.7
7	41.7
8	47.4
9	50.7
10	53.2
11	55.7
12	57.4
13	60.6
14	63.9
15	66.8
16	68.8
17	70.3
18	72.8
19	83
20	87.2
21	90.7
22	93.2
23	95.7
24	97.4
25	100.5
26	104.1
