line_index, start_sec
0	0
1	6.4
2	11
3	15
4	16.8
5	24.1
6	25.9
7	27.9
8	30.3
9	31.9
10	34.4
11	36.9
12	39.3
13	41.8
14	44.3
15	45.5
16	47.9
17	50.3
18	54.2
19	56.3
20	58.7
21	61.4
22	63.5
23	66.6
24	68.9
25	71
26	75.2
27	77.6
28	80.1
29	82.5
30	85
31	86.2
32	88.7
33	91.4
34	95.5
