line_index,	start_sec
0	10.1
1	15.5
2	20.4
3	24.4
4	30
5	32.1
6	34.6
7	39.8
8	42
9	44.6
10	46.1
11	48.6
12	50
13	51.5
14	53.9
15	55.6
16	59.2
17	61.9
18	64.4
19	66.8
20	69
21	70.6
22	72.8
23	74.5
24	77
25	81.7
26	84.6
27	86.9
28	88.3
29	91
30	92.5
31	93.9
32	96.2
33	97.9
34	101.6
35	102.9
36	105.2
37	107.8
38	112.5
39	115
40	117.2
41	122.7
42	124.5
43	126.9
44	132.1
