line_index, start_sec
0	0
1	3.2
2	7
3	10.8
4	14.3
5	18.2
6	21.7
7	25.7
8	30.8
9	34.5
10	38.4
11	42.3
12	61.6
13	65.3
14	68.6
15	71.6
16	75.8
17	80
18	83.8
19	87.7
20	92.3
21	96.4
22	100.2
23	104.3
