line_index, start_sec
0	0
1	5.5
2	11.1
3	15.3
4	21
5	25.6
6	31.7
7	32
8	34.2
9	36.1
10	38.9
11	41.8
12	46.1
13	55.1
14	58.1
15	62.9
16	68.3
17	76.1
18	78.3
19	87.2
20	93.3
21	98.9
22	103.4
23	109.3
24	114.8
25	122.5
26	125.4
27	132.8
28	135.2
29	143.2
