start_sec,end_sec,is_vocal
0.000000,15.300000,0
15.300000,28.800000,1
28.800000,42.280000,0
42.280000,69.400000,1
69.400000,83.800000,0
83.800000,96.300000,1
96.300000,103.400000,0
103.400000,129.200000,1
129.200000,150.400000,0
150.400000,178.800000,1
178.800000,192.200000,0
