start_sec,end_sec,is_vocal
0.000000,8.100000,0
8.100000,21.000000,1
21.000000,28.300000,0
28.300000,34.000000,1
34.000000,35.600000,0
35.600000,39.400000,1
39.400000,41.300000,0
41.300000,56.000000,1
56.000000,60.100000,0
60.100000,62.900000,1
62.900000,70.400000,0
70.400000,78.010000,1
78.010000,91.200000,0
91.200000,115.900000,1
115.900000,120.100000,0
120.100000,135.000000,1
135.000000,136.700000,0
