start_sec,end_sec,is_vocal
0.000000,37.750000,1
37.750000,47.100000,0
47.100000,64.150000,1
64.150000,67.100000,0
67.100000,87.670000,1
87.670000,93.320000,0
93.320000,97.630000,1
97.630000,104.180000,0
104.180000,109.680000,1
