start_sec,end_sec,is_vocal
0.000000,11.000000,0
11.000000,34.600000,1
34.600000,42.200000,0
42.200000,61.400000,1
61.400000,72.700000,0
72.700000,77.000000,1
77.000000,84.600000,0
84.600000,115.100000,1
115.100000,122.600000,0
122.600000,134.800000,1
134.800000,154.900000,0
