start_sec,end_sec,is_vocal
0.000000,18.500000,0
18.500000,49.200000,1
49.200000,59.600000,0
59.600000,81.700000,1
81.700000,89.400000,0
89.400000,91.500000,1
91.500000,100.850000,0
100.850000,121.000000,1
121.000000,121.900000,0
121.900000,123.300000,1
123.300000,124.400000,0
124.400000,173.000000,1
