start_sec,end_sec,is_vocal
0.000000,16.450000,0
16.450000,30.000000,1
30.000000,45.260000,0
45.260000,56.860000,1
56.860000,86.590000,0
86.590000,100.640000,1
100.640000,114.020000,0
114.020000,125.870000,1
